chnm,Classification,casn,code,CmaxStand,NAS,testname,EC,testtarget,tgt_abbr
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.999732655,NVS_NR_hCAR_Antagonist_Row1031,0.001443662,non-steroidal,NR1I3
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.10503203,NVS_NR_hCAR_Antagonist_Row1031,28.73522421,non-steroidal,TNFRSF10B
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.929330275,NVS_NR_hER_Row588,0.0015406,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.788242161,NVS_NR_hER_Row588,0.036252942,estrogen receptor,ESR1
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.589642744,NVS_NR_hER_Row588,30.48658958,estrogen receptor,ESR1
loratadine,NoDILI Drugs,79794-75-5,C79794755,0.0522,0.559735211,NVS_NR_hER_Row588,0.022981822,estrogen receptor,ESR1
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-2.942595606,NVS_NR_hER_Row588,7.768490382,estrogen receptor ,ESR1
busulfan,MostDILI Drugs,55-98-1,C55981,0.2769,-2.33522546,NVS_NR_hER_Row588,0.92352393,estrogen receptor ,ESR1
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-2.927093839,NVS_NR_hFXR_Agonist_Row1032,12.79368631,farnesoid x receptor,NR1H4
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,0.993355888,NVS_NR_hFXR_Antagonist_Row1033,0.027251488,farnesoid x receptor,NR1H4
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.446887454,NVS_NR_hFXR_Antagonist_Row1033,24.12821218,farnesoid x receptor,NR1H4
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,-0.738832195,NVS_NR_hGR_Row589,0.057033696,glucocorticoid receptor,NR3C1
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-1.069391816,NVS_NR_hGR_Row589,0.398771803,steroidal,NR3C1
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,-0.209592508,NVS_NR_hGR_Row589,0.145151101,steroidal,NR3C1
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.122723175,NVS_NR_hGR_Row589,24.40338491,steroidal,NR3C1
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-0.504837274,NVS_NR_hGR_Row589,2.965131364,steroidal,NR3C1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.999886296,NVS_NR_hPPARa_Row1034,0.000614,PPARa,PPARA
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.156335145,NVS_NR_hPPARg_Row95,20.15856567,PPARg,PPARG
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.644791969,NVS_NR_hPPARg_Row95,5.349539513,PPARg,PPARG
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.704826189,NVS_NR_hPR_Row590,0.009681701,steroidal,PGR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.852057981,NVS_NR_hPR_Row590,0.028508427,steroidal,PGR
acetaminophen,MostDILI Drugs,103-90-2,C103902,132.3066,0.891443229,NVS_NR_hPR_Row590,14.36277727,steroidal,PGR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-1.498881544,NVS_NR_hPR_Row590,18.11789075,steroidal,PGR
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,-0.73077238,NVS_NR_hPR_Row590,26.06595127,steroidal,PGR
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,0.357039961,NVS_NR_hPXR_Row1035,2.094635215,pregnane x receptor,NR1I2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.796805874,NVS_NR_hPXR_Row1035,1.097248279,pregnane x receptor,NR1I2
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.447998427,NVS_NR_hRAR_Antagonist_Row1036,7.975089275,androgen receptor,AR
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.593693761,NVS_NR_mERa_Row618,0.008857476,estrogen receptor,ESR1
ergocalciferol,NoDILI Drugs,50-14-6,C50146,0.05,0.1214761,NVS_NR_mERa_Row618,0.043926195,estrogen receptor,ESR1
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,0.984573823,NVS_NR_mERa_Row618,0.030395739,estrogen receptor ,ESR1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.186476624,NVS_NR_mERa_Row618,22.30533637,steroidal,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.412933043,NVS_NR_mERa_Row618,0.100505863,steroidal,ESR1
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.02195849,NVS_NR_rAR_Row591,6.58713637,androgen receptor,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.201567379,NVS_NR_rAR_Row591,0.153857966,androgen receptor,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,-1.254539667,NVS_NR_rAR_Row591,0.27054476,androgen receptor,AR
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.296657749,NVS_NR_rAR_Row591,19.56501207,androgen receptor,AR
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,0.328714203,NVS_NR_rAR_Row591,1.322701534,androgen receptor,AR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-1.661620704,NVS_NR_rAR_Row591,19.29781475,androgen receptor,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,-2.505432134,NVS_NR_rAR_Row591,0.114978174,steroidal,AR
prednisone,LessDILIDrugs,53-03-2,C53032,0.0684,-1.552395132,NVS_NR_rMR_Row592,0.174583827,steroidal,NR3C2
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.163944883,NVS_NR_rMR_Row592,0.161107821,steroidal,NR3C2
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.197152625,NVS_NR_rMR_Row592,0.096341685,steroidal,NR3C2
haloperidol,LessDILIDrugs,52-86-8,C52868,0.053,0.962620623,NVS_OR_gSIGMA_NonSelective_Row140,0.001981107,chaperone,SIGMAR1
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-0.175288995,NVS_OR_gSIGMA_NonSelective_Row140,3.865407977,chaperone,SIGMAR1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-2.998632059,NVS_OR_gSIGMA_NonSelective_Row140,21.59261312,chaperone,SIGMAR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-2.009967541,NVS_OR_gSIGMA_NonSelective_Row140,0.515306443,chaperone,SIGMAR1
dapsone,LessDILIDrugs,80-08-0,C80080,6.0007,-2.204828,NVS_TR_DAT_Row593,19.23121138,dopamine active transporter,SLC6A3
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.614369593,NVS_TR_DAT_Row593,1.268299844,neurotransmitter transporter,SLC6A3
dapsone,LessDILIDrugs,80-08-0,C80080,6.0007,0.06414107,NVS_TR_DAT_Row594,5.615808684,dopamine active transporter,SLC6A3
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-1.492187363,NVS_TR_DAT_Row594,13.45781176,dopamine transporter,SLC6A3
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.871970743,NVS_TR_DAT_Row594,11.7796752,neurotransmitter transporter,SLC6A3
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.771716033,NVS_TR_DAT_Row594,0.75080314,neurotransmitter transporter,SLC6A3
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-0.818610997,NVS_TR_DAT_Row594,10.16585361,neurotransmitter transporter,SLC6A3
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.82631635,NVS_TR_DAT_Row594,12.78421445,neurotransmitter transporter,SLC6A3
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-2.60328107,NVS_TR_hAdoT_Row1040,19.45771778,AdoT,SLC29A1
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-0.054046594,NVS_TR_hNET_Row595,1.931856597,norepinephrine transporter,SLC6A2
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.253042976,NVS_TR_hNET_Row595,2.456666956,norepinephrine transporter,SLC6A2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.943503593,NVS_TR_hNET_Row595,0.305080599,norepinephrine transporter,SLC6A2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.575071491,NVS_TR_hNET_Row595,11.02550044,norepinephrine transporter,SLC6A2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.845668269,NVS_TR_hSERT_Row1041,1.080322118,neurotransmitter transporter,SLC6A4
erythromycin,MostDILI Drugs,114-07-8,C114078,11,0.414089371,NVS_TR_rAdoT_Row1042,6.445016918,AdoT,SLC29A1
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-1.893307831,NVS_TR_rNET_Row1043,9.515800124,neurotransmitter transporter,SLC6A2
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-2.419233707,NVS_TR_rSERT_Row596,11.24551774,neurotransmitter transporter,SLC6A4
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,-0.445393394,OT_AR_ARELUC_AG_1440_Row1044,0.031509576,androgen receptor,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-0.239336694,OT_AR_ARELUC_AG_1440_Row1044,0.238820181,androgen receptor,AR
ranitidine,LessDILIDrugs,66357-35-5,C66357355,1.7908,0.525535169,OT_AR_ARELUC_AG_1440_Row1044,0.849671619,androgen receptor,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.918872725,OT_AR_ARELUC_AG_1440_Row1044,0.009735273,androgen receptor,AR
theophylline,NoDILI Drugs,58-55-9,C58559,85,0.993579541,OT_AR_ARELUC_AG_1440_Row1044,0.545739023,androgen receptor,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.999085366,OT_AR_ARELUC_AG_1440_Row1044,3.00E-05,steroidal,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.801675366,OT_AR_ARSRC1_0480_Row1045,0.006505048,steroidal,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.612247494,OT_AR_ARSRC1_0480_Row1045,0.074719908,steroidal,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.461685842,OT_AR_ARSRC1_0480_Row1045,0.064597699,steroidal,AR
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-3.098394362,OT_AR_ARSRC1_0480_Row1045,8.075476251,steroidal,AR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.130489294,OT_AR_ARSRC1_0480_Row1045,22.30464219,steroidal,AR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-2.155332624,OT_AR_ARSRC1_0480_Row1045,22.87742366,steroidal,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.848264634,OT_AR_ARSRC1_0960_Row124,0.00497692,steroidal,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-1.758028127,OT_AR_ARSRC1_0960_Row124,0.53147202,steroidal,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.089509517,OT_AR_ARSRC1_0960_Row124,0.109258858,steroidal,AR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.592249688,OT_AR_ARSRC1_0960_Row124,11.54444714,steroidal,AR
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-3.292624061,OT_AR_ARSRC1_0960_Row124,27.41570209,steroidal,AR
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-1.771646887,OT_ER_ERaERa_0480_Row1046,0.474505947,steroidal,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,-2.868326743,OT_ER_ERaERb_0480_Row1048,0.084329523,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-0.983334433,OT_ER_ERaERb_0480_Row1048,0.339546855,estrogen receptor,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,-2.423050596,OT_ER_ERaERb_1440_Row1049,0.074622503,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-0.959155619,OT_ER_ERaERb_1440_Row1049,0.335407442,estrogen receptor,ESR1
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-1.96374502,OT_ER_ERaERb_1440_Row1049,5.839763188,estrogen receptor ,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,-1.032439954,OT_ER_ERbERb_0480_Row1050,0.044307191,estrogen receptor,ESR2
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-1.907169638,OT_ER_ERbERb_0480_Row1050,0.497707442,steroidal,ESR2
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,-1.18010445,OT_ER_ERbERb_1440_Row1051,0.047526277,estrogen receptor,ESR1
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-0.146211244,OT_ER_ERbERb_1440_Row1051,2.258494636,estrogen receptor ,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.336342261,OT_ER_ERbERb_1440_Row1051,0.113618205,steroidal,ESR2
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.949913761,OT_ERa_EREGFP_0120_Row1052,0.00109188,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-0.339072623,OT_ERa_EREGFP_0120_Row1052,0.229249233,estrogen receptor,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.98793578,OT_ERa_EREGFP_0480_Row1053,0.000263,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-0.178539632,OT_ERa_EREGFP_0480_Row1053,0.201765985,estrogen receptor,ESR1
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.825840612,OT_FXR_FXRSRC1_0480_Row94,71.04152994,non-steroidal,NR1H4
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.621035567,OT_FXR_FXRSRC1_0480_Row94,10.75043948,non-steroidal,NR1H4
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.276282492,OT_FXR_FXRSRC1_0480_Row94,5.066022558,non-steroidal,NR1H4
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.126078328,OT_FXR_FXRSRC1_0480_Row94,19.96532446,non-steroidal,NR1H4
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.836106871,OT_FXR_FXRSRC1_0480_Row94,88.50228985,non-steroidal,NR1H4
carbamazepine,MostDILI Drugs,298-46-4,C298464,25.8176,0.852773935,OT_FXR_FXRSRC1_1440_Row1054,3.801023664,non-steroidal,NR1H4
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.838752429,OT_NURR1_NURR1RXRa_0480_Row161,87.07368832,other nuclear receptor,NURR1RXR
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.392777523,OT_PPARg_PPARgSRC1_0480_Row21,3.878147797,PPARg,PPARG
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.316064107,OT_PPARg_PPARgSRC1_1440_Row22,4.368093369,PPARg,PPARG
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.898257058,Tanguay_ZF_120hpf_ActivityScore_Row1057,41.50206518,ZF_ActivityScore,zf_activityscore
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,-3.380835631,Tanguay_ZF_120hpf_ActivityScore_Row1057,0.360980856,ZF_ActivityScore,zf_activityscore
carbamazepine,MostDILI Drugs,298-46-4,C298464,25.8176,0.837603647,Tanguay_ZF_120hpf_ActivityScore_Row1057,4.192684073,ZF_ActivityScore,zf_activityscore
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.834985872,Tanguay_ZF_120hpf_ActivityScore_Row1057,0.891076291,ZF_ActivityScore,zf_activityscore
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.78712478,Tanguay_ZF_120hpf_AXIS_up_Row1056,86.83414373,ZF_AXIS,zf_axis
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.940437984,Tanguay_ZF_120hpf_AXIS_up_Row1056,0.321634887,ZF_AXIS,zf_axis
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.860068071,Tanguay_ZF_120hpf_BRAI_up_Row1058,0.755632418,ZF_BRAI,zf_brai
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.688527576,Tanguay_ZF_120hpf_CFIN_up_Row1059,127.0530279,ZF_CFIN,zf_cfin
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.331988948,Tanguay_ZF_120hpf_CIRC_up_Row1060,7.192740318,ZF_CIRC,ZF4
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.85626468,Tanguay_ZF_120hpf_EYE_up_Row1061,0.776170728,ZF_EYE,zf_eye
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.811968384,Tanguay_ZF_120hpf_JAW_up_Row1062,1.015370726,ZF_JAW,zf_jaw
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.972838019,Tanguay_ZF_120hpf_NC_up_Row1064,11.07967085,ZF_NC,zf_nc
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.979531338,Tanguay_ZF_120hpf_NC_up_Row1064,0.110530776,ZF_NC,zf_nc
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.801345951,Tanguay_ZF_120hpf_PE_up_Row1066,1.072731866,ZF_PE,zf_pe
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.846727369,Tanguay_ZF_120hpf_PE_up_Row1066,62.52159213,ZF_PE_up,zf_pe
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.775033425,Tanguay_ZF_120hpf_SNOU_up_Row1069,1.214819507,ZF_SNOU,zf_snou
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.914111231,Tanguay_ZF_120hpf_SOMI_up_Row1070,0.463799352,ZF_SOMI,zf_somi
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.781903442,Tanguay_ZF_120hpf_SWIM_up_Row1071,1.177721414,ZF_SWIM,zf_swim
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.654668817,Tanguay_ZF_120hpf_TR_up_Row1073,1.864788386,ZF_TR,zf_tr
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.866018562,Tanguay_ZF_120hpf_TRUN_up_Row1072,54.6525024,ZF_TRUN,zf_trun
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.820376708,Tanguay_ZF_120hpf_TRUN_up_Row1072,0.969965777,ZF_TRUN,zf_trun
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.91557546,Tanguay_ZF_120hpf_YSE_up_Row1074,0.455892518,ZF_YSE,zf_yse
nabumetone,AmbiDILIDrugs,42924-53-8,C42924538,1.4499,-2.690241241,TOX21_AhR_LUC_Agonist_Row256,5.350480776,aryl hydrocarbon receptor,AHR
lansoprazole,LessDILIDrugs,103577-45-3,C103577453,1.9222,-1.497320992,TOX21_AhR_LUC_Agonist_Row256,4.800350411,aryl hydrocarbon receptor,AHR
abacavir,MostDILI Drugs,136470-78-5,C136470785,14.8985,0.307310929,TOX21_AhR_LUC_Agonist_Row256,10.32002813,aryl hydrocarbon receptor,AHR
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,-1.562636354,TOX21_AhR_LUC_Agonist_Row256,2.317904582,aryl hydrocarbon receptor,AHR
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,0.493487271,TOX21_AhR_LUC_Agonist_Row256,6.984810531,aryl hydrocarbon receptor,AHR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.272846546,TOX21_AhR_LUC_Agonist_Row256,5.09007418,aryl hydrocarbon receptor,AHR
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,0.953672009,TOX21_AhR_LUC_Agonist_Row256,1.148730345,aryl hydrocarbon receptor,AHR
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.043471516,TOX21_AhR_LUC_Agonist_Row256,30.59475488,aryl hydrocarbon receptor,AHR
zileuton,MostDILI Drugs,111406-87-2,C111406872,13.1192,-2.740535553,TOX21_AhR_LUC_Agonist_Row256,49.07283403,aryl hydrocarbon receptor,AHR
medroxyprogesterone,AmbiDILIDrugs,520-85-4,C520854,0.1158,0.994663212,TOX21_AR_BLA_Agonist_ch2_Row254,0.000618,androgen receptor,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.906098963,TOX21_AR_BLA_Agonist_ch2_Row254,0.003079954,androgen receptor,AR
methylprednisolone,LessDILIDrugs,83-43-2,C83432,2.9909,0.990252288,TOX21_AR_BLA_Agonist_ch2_Row254,0.029154432,androgen receptor,AR
prednisolone,LessDILIDrugs,50-24-8,C50248,0.6797,0.952121086,TOX21_AR_BLA_Agonist_ch2_Row254,0.032543298,androgen receptor,AR
prednisone,LessDILIDrugs,53-03-2,C53032,0.0684,0.596959956,TOX21_AR_BLA_Agonist_ch2_Row254,0.027567939,androgen receptor,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.722403596,TOX21_AR_BLA_Agonist_ch2_Row254,0.053492827,androgen receptor,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.7921178,TOX21_AR_BLA_Agonist_ch2_Row254,0.024945864,androgen receptor,AR
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,-0.618001072,TOX21_AR_BLA_Agonist_ch2_Row254,0.439125491,androgen receptor,AR
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,0.828573709,TOX21_AR_BLA_Agonist_ch2_Row254,0.018719751,androgen receptor,AR
oxymetholone,MostDILI Drugs,434-07-1,C434071,0.0565,-0.517669487,TOX21_AR_BLA_Agonist_ch2_Row254,0.085748326,androgen receptor,AR
testosterone,MostDILI Drugs,58-22-0,C58220,0.0047,0.687887021,TOX21_AR_BLA_Agonist_ch2_Row254,0.001466931,androgen receptor,AR
fludrocortisone,NoDILI Drugs,127-31-1,C127311,0.0644,0.730910466,TOX21_AR_BLA_Agonist_ch2_Row254,0.017329366,androgen receptor,AR
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.769634147,TOX21_AR_BLA_Agonist_ch2_Row254,1.049968305,androgen receptor,AR
hydrocortisone,NoDILI Drugs,50-23-7,C50237,0.8415,0.984881077,TOX21_AR_BLA_Agonist_ch2_Row254,0.012722574,androgen receptor,AR
medroxyprogesterone,AmbiDILIDrugs,520-85-4,C520854,0.1158,0.993929188,TOX21_AR_BLA_Agonist_ratio_Row249,0.000703,androgen receptor,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.92886311,TOX21_AR_BLA_Agonist_ratio_Row249,0.00233329,androgen receptor,AR
methylprednisolone,LessDILIDrugs,83-43-2,C83432,2.9909,0.990519569,TOX21_AR_BLA_Agonist_ratio_Row249,0.028355022,androgen receptor,AR
prednisolone,LessDILIDrugs,50-24-8,C50248,0.6797,0.95947437,TOX21_AR_BLA_Agonist_ratio_Row249,0.027545271,androgen receptor,AR
prednisone,LessDILIDrugs,53-03-2,C53032,0.0684,0.417977442,TOX21_AR_BLA_Agonist_ratio_Row249,0.039810343,androgen receptor,AR
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,0.838982652,TOX21_AR_BLA_Agonist_ratio_Row249,0.031028043,androgen receptor,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.8361871,TOX21_AR_BLA_Agonist_ratio_Row249,0.019657548,androgen receptor,AR
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,0.843017875,TOX21_AR_BLA_Agonist_ratio_Row249,0.017142448,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.796496536,TOX21_AR_BLA_Agonist_ratio_Row249,19.57547575,androgen receptor,AR
oxymetholone,MostDILI Drugs,434-07-1,C434071,0.0565,-0.403688655,TOX21_AR_BLA_Agonist_ratio_Row249,0.079308409,androgen receptor,AR
testosterone,MostDILI Drugs,58-22-0,C58220,0.0047,0.67132766,TOX21_AR_BLA_Agonist_ratio_Row249,0.00154476,androgen receptor,AR
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-3.354974761,TOX21_AR_BLA_Agonist_ratio_Row249,1.650970932,androgen receptor,AR
fludrocortisone,NoDILI Drugs,127-31-1,C127311,0.0644,0.799883028,TOX21_AR_BLA_Agonist_ratio_Row249,0.012887533,androgen receptor,AR
hydrocortisone,NoDILI Drugs,50-23-7,C50237,0.8415,0.987879944,TOX21_AR_BLA_Agonist_ratio_Row249,0.010199027,androgen receptor,AR
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,0.184417046,TOX21_AR_BLA_Antagonist_ch2_Row227,0.816153862,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.600654746,TOX21_AR_BLA_Antagonist_ch2_Row227,11.20458322,androgen receptor,AR
dipyridamole,AmbiDILIDrugs,58-32-2,C58322,3.7453,-3.934247558,TOX21_AR_BLA_Antagonist_ratio_Row143,18.48023738,androgen receptor,AR
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.236522485,TOX21_AR_BLA_Antagonist_ratio_Row143,25.18567261,androgen receptor,AR
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,0.35066342,TOX21_AR_BLA_Antagonist_ratio_Row143,0.649791116,androgen receptor,AR
docetaxel,LessDILIDrugs,114977-28-5,C114977285,0.933,0.991991382,TOX21_AR_BLA_Antagonist_ratio_Row143,0.007472041,androgen receptor,AR
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.928305026,TOX21_AR_BLA_Antagonist_ratio_Row143,1.218814556,androgen receptor,AR
paclitaxel,LessDILIDrugs,33069-62-4,C33069624,4.3,0.997977844,TOX21_AR_BLA_Antagonist_ratio_Row143,0.008695271,androgen receptor,AR
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.986148703,TOX21_AR_BLA_Antagonist_ratio_Row143,0.003759242,androgen receptor,AR
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,-1.147020055,TOX21_AR_BLA_Antagonist_ratio_Row143,0.23445459,androgen receptor,AR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.979756282,TOX21_AR_BLA_Antagonist_ratio_Row143,0.109316078,androgen receptor,AR
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-0.664699373,TOX21_AR_BLA_Antagonist_ratio_Row143,21.64109185,androgen receptor,AR
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,0.462428253,TOX21_AR_BLA_Antagonist_ratio_Row143,7.413114386,androgen receptor,AR
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-1.7061169,TOX21_AR_BLA_Antagonist_ratio_Row143,12.27386381,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.894692234,TOX21_AR_BLA_Antagonist_ratio_Row143,13.26284564,androgen receptor,AR
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.345943718,TOX21_AR_BLA_Antagonist_ratio_Row143,33.37348205,androgen receptor,AR
